date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:49:02	209147/209147	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:0e821785b066ef1c9d1772c834210243%22	https://dt-baby-care.myshopify.com/collections/baby-dress/products/baby-play-sets	E:/WorkSpace/baby/dt-baby-care.myshopify.com/collections/baby-dress/products/baby-play-sets.html	(from https://dt-baby-care.myshopify.com/collections/baby-dress)
22:49:02	210617/210617	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:af2e826664582ba9fa592de80cf9ccdd%22	https://dt-baby-care.myshopify.com/collections/baby-dress/products/baby-gift-set	E:/WorkSpace/baby/dt-baby-care.myshopify.com/collections/baby-dress/products/baby-gift-set.html	(from https://dt-baby-care.myshopify.com/collections/baby-dress)
22:49:03	208700/208700	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:f22ade5100c571248927dfc9b23959d6%22	https://dt-baby-care.myshopify.com/collections/baby-dress/products/baby-soap	E:/WorkSpace/baby/dt-baby-care.myshopify.com/collections/baby-dress/products/baby-soap.html	(from https://dt-baby-care.myshopify.com/collections/baby-dress)
22:49:03	209105/209105	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:61d5e044c14378762ef2b376d53d754c%22	https://dt-baby-care.myshopify.com/collections/baby-dress/products/feeding-bottle	E:/WorkSpace/baby/dt-baby-care.myshopify.com/collections/baby-dress/products/feeding-bottle.html	(from https://dt-baby-care.myshopify.com/collections/baby-dress)
22:49:04	209344/209344	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:39770ef0ebe4c78cab40704438aab91e%22	https://dt-baby-care.myshopify.com/collections/baby-dress/products/flexible-free-size	E:/WorkSpace/baby/dt-baby-care.myshopify.com/collections/baby-dress/products/flexible-free-size.html	(from https://dt-baby-care.myshopify.com/collections/baby-dress)
22:49:05	272196/272196	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:a4a862d5c123bb1d9ad3a8432d68eed2%22	https://dt-baby-care.myshopify.com/collections/baby-dress?sort_by=	E:/WorkSpace/baby/dt-baby-care.myshopify.com/collections/baby-dress308a.html	(from https://dt-baby-care.myshopify.com/collections/baby-dress)
22:49:05	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:49:05%20GMT	https://dt-baby-care.myshopify.com/collections/baby-dress/products/musical-rattle	E:/WorkSpace/baby/dt-baby-care.myshopify.com/collections/baby-dress/products/musical-rattle	(from https://dt-baby-care.myshopify.com/collections/baby-dress)
22:49:05	208728/208728	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:84ce6252ab3389f2744f34a469f42f29%22	https://dt-baby-care.myshopify.com/collections/baby-dress/products/abacus-toys	E:/WorkSpace/baby/dt-baby-care.myshopify.com/collections/baby-dress/products/abacus-toys.html	(from https://dt-baby-care.myshopify.com/collections/baby-dress)
22:49:05	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:49:05%20GMT	https://dt-baby-care.myshopify.com/collections/baby-dress/products/musical-rattle	E:/WorkSpace/baby/dt-baby-care.myshopify.com/collections/baby-dress/products/musical-rattle	(from https://dt-baby-care.myshopify.com/collections/baby-dress)
22:49:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:49:06%20GMT	https://dt-baby-care.myshopify.com/collections/baby-dress/products/musical-rattle	E:/WorkSpace/baby/dt-baby-care.myshopify.com/collections/baby-dress/products/musical-rattle	(from https://dt-baby-care.myshopify.com/collections/baby-dress)
22:49:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:49:06%20GMT	https://dt-baby-care.myshopify.com/collections/baby-dress/products/animal-toys	E:/WorkSpace/baby/dt-baby-care.myshopify.com/collections/baby-dress/products/animal-toys	(from https://dt-baby-care.myshopify.com/collections/baby-dress)
22:49:07	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:49:06%20GMT	http://dt-baby-care.myshopify.com/cdn/shop/products/product21_7f946147-4a42-424a-9dee-2ca1f44749f6.jpg?v=1536305632	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/products/product21_7f946147-4a42-424a-9dee-2ca1f44749f6.2d189d2.delayed	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/sound-making-toys)
22:49:07	33197/33197	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20May%202024%2015:49:07%20GMT	https://dt-baby-care.myshopify.com/cdn/shop/products/product21_7f946147-4a42-424a-9dee-2ca1f44749f6.jpg?v=1536305632	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/products/product21_7f946147-4a42-424a-9dee-2ca1f44749f689d2.jpg	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/sound-making-toys)
22:49:08	2836/2836	---MC-	200	added ('OK')	application/json+oembed	etag:W/%22cacheable:0f3e28c7e0e78810d08bbe52204c70be%22	https://dt-baby-care.myshopify.com/products/sound-making-toys.oembed	E:/WorkSpace/baby/dt-baby-care.myshopify.com/products/sound-making-toys.oembed	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/sound-making-toys)
22:49:08	144602/144602	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:12a54829172e220b3b7b53e2baa1353e%22	https://dt-baby-care.myshopify.com/collections/frontpage/products/POST	E:/WorkSpace/baby/dt-baby-care.myshopify.com/collections/frontpage/products/POST	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/sound-making-toys)
22:49:09	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:49:09%20GMT	https://dt-baby-care.myshopify.com/collections/frontpage/products/basics-rock	E:/WorkSpace/baby/dt-baby-care.myshopify.com/collections/frontpage/products/basics-rock	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/sound-making-toys)
22:49:09	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:49:09%20GMT	https://dt-baby-care.myshopify.com/collections/frontpage/products/basics-rock	E:/WorkSpace/baby/dt-baby-care.myshopify.com/collections/frontpage/products/basics-rock	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/sound-making-toys)
22:49:10	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:49:10%20GMT	http://dt-baby-care.myshopify.com/cdn/shop/products/product17_8833fc32-241e-4f91-84c1-fd89c3aa6f2b_2000x.jpg?v=1536305632	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/products/product17_8833fc32-241e-4f91-84c1-fd89c3aa6f2b_2000x89d2.jpg	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/sound-making-toys)
22:49:10	273158/273158	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:1942aaaf9b26bc1660a875220e70d178%22	https://dt-baby-care.myshopify.com/collections/frontpage	E:/WorkSpace/baby/dt-baby-care.myshopify.com/collections/frontpage.html	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/sound-making-toys)
22:49:10	22744/22744	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20May%202024%2015:49:10%20GMT	https://dt-baby-care.myshopify.com/cdn/shop/products/product17_8833fc32-241e-4f91-84c1-fd89c3aa6f2b_2000x.jpg?v=1536305632	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/products/product17_8833fc32-241e-4f91-84c1-fd89c3aa6f2b_2000x89d2.jpg	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/sound-making-toys)
22:49:12	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:49:11%20GMT	http://dt-baby-care.myshopify.com/cdn/shop/products/product17_8833fc32-241e-4f91-84c1-fd89c3aa6f2b_{width}x.jpg?v=1536305632	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/products/product17_8833fc32-241e-4f91-84c1-fd89c3aa6f2b_{width}x89d2.jpg	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/sound-making-toys)
22:49:12	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2025%20May%202024%2015:49:12%20GMT	https://dt-baby-care.myshopify.com/cdn/shop/products/product17_8833fc32-241e-4f91-84c1-fd89c3aa6f2b_%7Bwidth%7Dx.jpg?v=1536305632	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/products/product17_8833fc32-241e-4f91-84c1-fd89c3aa6f2b_{width}x89d2.jpg	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/sound-making-toys)
22:49:12	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:49:12%20GMT	http://dt-baby-care.myshopify.com/cdn/shop/products/product22_5ca8b31c-8ab1-44b3-a959-ed388eb6a8db_2000x.jpg?v=1536305632	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/products/product22_5ca8b31c-8ab1-44b3-a959-ed388eb6a8db_2000x89d2.jpg	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/sound-making-toys)
22:49:13	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:49:13%20GMT	http://dt-baby-care.myshopify.com/cdn/shop/products/product22_5ca8b31c-8ab1-44b3-a959-ed388eb6a8db_{width}x.jpg?v=1536305632	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/products/product22_5ca8b31c-8ab1-44b3-a959-ed388eb6a8db_{width}x89d2.jpg	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/sound-making-toys)
22:49:13	42192/42192	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20May%202024%2015:49:13%20GMT	https://dt-baby-care.myshopify.com/cdn/shop/products/product22_5ca8b31c-8ab1-44b3-a959-ed388eb6a8db_2000x.jpg?v=1536305632	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/products/product22_5ca8b31c-8ab1-44b3-a959-ed388eb6a8db_2000x89d2.jpg	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/sound-making-toys)
22:49:14	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2025%20May%202024%2015:49:14%20GMT	https://dt-baby-care.myshopify.com/cdn/shop/products/product22_5ca8b31c-8ab1-44b3-a959-ed388eb6a8db_%7Bwidth%7Dx.jpg?v=1536305632	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/products/product22_5ca8b31c-8ab1-44b3-a959-ed388eb6a8db_{width}x89d2.jpg	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/sound-making-toys)
22:49:15	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:49:14%20GMT	http://dt-baby-care.myshopify.com/cdn/shop/products/product21_7f946147-4a42-424a-9dee-2ca1f44749f6_460x.jpg?v=1536305632	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/products/product21_7f946147-4a42-424a-9dee-2ca1f44749f6_460x89d2.jpg	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/sound-making-toys)
22:49:17	15922/15922	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20May%202024%2015:49:16%20GMT	https://dt-baby-care.myshopify.com/cdn/shop/products/product21_7f946147-4a42-424a-9dee-2ca1f44749f6_460x.jpg?v=1536305632	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/products/product21_7f946147-4a42-424a-9dee-2ca1f44749f6_460x89d2.jpg	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/sound-making-toys)
22:49:17	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:49:17%20GMT	http://dt-baby-care.myshopify.com/cdn/shop/products/product17_8833fc32-241e-4f91-84c1-fd89c3aa6f2b_460x.jpg?v=1536305632	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/products/product17_8833fc32-241e-4f91-84c1-fd89c3aa6f2b_460x89d2.jpg	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/sound-making-toys)
22:49:17	11512/11512	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20May%202024%2015:49:17%20GMT	https://dt-baby-care.myshopify.com/cdn/shop/products/product17_8833fc32-241e-4f91-84c1-fd89c3aa6f2b_460x.jpg?v=1536305632	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/products/product17_8833fc32-241e-4f91-84c1-fd89c3aa6f2b_460x89d2.jpg	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/sound-making-toys)
22:49:18	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:49:17%20GMT	http://dt-baby-care.myshopify.com/cdn/shop/products/product22_5ca8b31c-8ab1-44b3-a959-ed388eb6a8db_460x.jpg?v=1536305632	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/products/product22_5ca8b31c-8ab1-44b3-a959-ed388eb6a8db_460x89d2.jpg	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/sound-making-toys)
22:49:18	20059/20059	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20May%202024%2015:49:18%20GMT	https://dt-baby-care.myshopify.com/cdn/shop/products/product22_5ca8b31c-8ab1-44b3-a959-ed388eb6a8db_460x.jpg?v=1536305632	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/products/product22_5ca8b31c-8ab1-44b3-a959-ed388eb6a8db_460x89d2.jpg	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/sound-making-toys)
22:49:19	221801/221801	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:b81f1f6c2e5dc08239bbd79bbc50c5f3%22	https://dt-baby-care.myshopify.com/collections/vendors?q=Duck	E:/WorkSpace/baby/dt-baby-care.myshopify.com/collections/vendors8950.html	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/sound-making-toys)
22:49:19	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:49:19%20GMT	https://dt-baby-care.myshopify.com/collections/frontpage/products/abacus-toys	E:/WorkSpace/baby/dt-baby-care.myshopify.com/collections/frontpage/products/abacus-toys	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/sound-making-toys)
22:49:19	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:49:19%20GMT	https://dt-baby-care.myshopify.com/collections/frontpage/products/animal-toys	E:/WorkSpace/baby/dt-baby-care.myshopify.com/collections/frontpage/products/animal-toys	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/sound-making-toys)
22:49:20	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:49:20%20GMT	http://dt-baby-care.myshopify.com/cdn/shop/products/product17_f75ef6a6-8537-4370-ad73-1ae949bdb320.jpg?v=1536305559	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/products/product17_f75ef6a6-8537-4370-ad73-1ae949bdb320970d.jpg	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/silicon-nipple)
22:49:21	22744/22744	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20May%202024%2015:49:21%20GMT	https://dt-baby-care.myshopify.com/cdn/shop/products/product17_f75ef6a6-8537-4370-ad73-1ae949bdb320.jpg?v=1536305559	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/products/product17_f75ef6a6-8537-4370-ad73-1ae949bdb320970d.jpg	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/silicon-nipple)
22:49:21	2827/2827	---MC-	200	added ('OK')	application/json+oembed	etag:W/%22cacheable:345d1f100310de018b3fe8fa060b7791%22	https://dt-baby-care.myshopify.com/products/silicon-nipple.oembed	E:/WorkSpace/baby/dt-baby-care.myshopify.com/products/silicon-nipple.oembed	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/silicon-nipple)
22:49:22	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:49:22%20GMT	https://dt-baby-care.myshopify.com/collections/frontpage/products/basics-rock	E:/WorkSpace/baby/dt-baby-care.myshopify.com/collections/frontpage/products/basics-rock	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/silicon-nipple)
22:49:22	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:49:22%20GMT	https://dt-baby-care.myshopify.com/collections/frontpage/products/basics-rock	E:/WorkSpace/baby/dt-baby-care.myshopify.com/collections/frontpage/products/basics-rock	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/silicon-nipple)
22:49:22	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:49:22%20GMT	http://dt-baby-care.myshopify.com/cdn/shop/products/product22_f45b5b7a-7be4-46a1-ad86-a12145d5ca81_2000x.jpg?v=1536305559	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/products/product22_f45b5b7a-7be4-46a1-ad86-a12145d5ca81_2000x970d.jpg	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/silicon-nipple)
22:49:23	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:49:23%20GMT	http://dt-baby-care.myshopify.com/cdn/shop/products/product22_f45b5b7a-7be4-46a1-ad86-a12145d5ca81_{width}x.jpg?v=1536305559	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/products/product22_f45b5b7a-7be4-46a1-ad86-a12145d5ca81_{width}x970d.jpg	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/silicon-nipple)
22:49:23	42192/42192	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20May%202024%2015:49:22%20GMT	https://dt-baby-care.myshopify.com/cdn/shop/products/product22_f45b5b7a-7be4-46a1-ad86-a12145d5ca81_2000x.jpg?v=1536305559	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/products/product22_f45b5b7a-7be4-46a1-ad86-a12145d5ca81_2000x970d.jpg	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/silicon-nipple)
22:49:25	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2025%20May%202024%2015:49:25%20GMT	https://dt-baby-care.myshopify.com/cdn/shop/products/product22_f45b5b7a-7be4-46a1-ad86-a12145d5ca81_%7Bwidth%7Dx.jpg?v=1536305559	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/products/product22_f45b5b7a-7be4-46a1-ad86-a12145d5ca81_{width}x970d.jpg	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/silicon-nipple)
22:49:25	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:49:25%20GMT	http://dt-baby-care.myshopify.com/cdn/shop/products/product21_bd8cf58d-6580-4f13-bda0-d1fe47d73585_2000x.jpg?v=1536305559	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/products/product21_bd8cf58d-6580-4f13-bda0-d1fe47d73585_2000x970d.jpg	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/silicon-nipple)
22:49:27	33197/33197	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20May%202024%2015:49:27%20GMT	https://dt-baby-care.myshopify.com/cdn/shop/products/product21_bd8cf58d-6580-4f13-bda0-d1fe47d73585_2000x.jpg?v=1536305559	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/products/product21_bd8cf58d-6580-4f13-bda0-d1fe47d73585_2000x970d.jpg	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/silicon-nipple)
22:49:28	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:49:27%20GMT	http://dt-baby-care.myshopify.com/cdn/shop/products/product21_bd8cf58d-6580-4f13-bda0-d1fe47d73585_{width}x.jpg?v=1536305559	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/products/product21_bd8cf58d-6580-4f13-bda0-d1fe47d73585_{width}x970d.jpg	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/silicon-nipple)
22:49:28	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2025%20May%202024%2015:49:28%20GMT	https://dt-baby-care.myshopify.com/cdn/shop/products/product21_bd8cf58d-6580-4f13-bda0-d1fe47d73585_%7Bwidth%7Dx.jpg?v=1536305559	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/products/product21_bd8cf58d-6580-4f13-bda0-d1fe47d73585_{width}x970d.jpg	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/silicon-nipple)
22:49:28	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:49:28%20GMT	http://dt-baby-care.myshopify.com/cdn/shop/products/product17_f75ef6a6-8537-4370-ad73-1ae949bdb320_460x.jpg?v=1536305559	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/products/product17_f75ef6a6-8537-4370-ad73-1ae949bdb320_460x970d.jpg	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/silicon-nipple)
22:49:29	11512/11512	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20May%202024%2015:49:29%20GMT	https://dt-baby-care.myshopify.com/cdn/shop/products/product17_f75ef6a6-8537-4370-ad73-1ae949bdb320_460x.jpg?v=1536305559	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/products/product17_f75ef6a6-8537-4370-ad73-1ae949bdb320_460x970d.jpg	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/silicon-nipple)
22:49:29	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:49:29%20GMT	http://dt-baby-care.myshopify.com/cdn/shop/products/product22_f45b5b7a-7be4-46a1-ad86-a12145d5ca81_460x.jpg?v=1536305559	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/products/product22_f45b5b7a-7be4-46a1-ad86-a12145d5ca81_460x970d.jpg	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/silicon-nipple)
22:49:30	20059/20059	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20May%202024%2015:49:29%20GMT	https://dt-baby-care.myshopify.com/cdn/shop/products/product22_f45b5b7a-7be4-46a1-ad86-a12145d5ca81_460x.jpg?v=1536305559	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/products/product22_f45b5b7a-7be4-46a1-ad86-a12145d5ca81_460x970d.jpg	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/silicon-nipple)
22:49:30	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:49:30%20GMT	http://dt-baby-care.myshopify.com/cdn/shop/products/product21_bd8cf58d-6580-4f13-bda0-d1fe47d73585_460x.jpg?v=1536305559	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/products/product21_bd8cf58d-6580-4f13-bda0-d1fe47d73585_460x970d.jpg	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/silicon-nipple)
22:49:31	15922/15922	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20May%202024%2015:49:30%20GMT	https://dt-baby-care.myshopify.com/cdn/shop/products/product21_bd8cf58d-6580-4f13-bda0-d1fe47d73585_460x.jpg?v=1536305559	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/products/product21_bd8cf58d-6580-4f13-bda0-d1fe47d73585_460x970d.jpg	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/silicon-nipple)
22:49:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:49:31%20GMT	https://dt-baby-care.myshopify.com/collections/frontpage/products/abacus-toys	E:/WorkSpace/baby/dt-baby-care.myshopify.com/collections/frontpage/products/abacus-toys	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/silicon-nipple)
22:49:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:49:32%20GMT	https://dt-baby-care.myshopify.com/collections/frontpage/products/animal-toys	E:/WorkSpace/baby/dt-baby-care.myshopify.com/collections/frontpage/products/animal-toys	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/silicon-nipple)
22:49:34	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:49:34%20GMT	http://dt-baby-care.myshopify.com/cdn/shop/products/product18_1ec8cdf6-41fe-4830-a5f2-5e7a0c2add1a.jpg?v=1536303107	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/products/product18_1ec8cdf6-41fe-4830-a5f2-5e7a0c2add1a45d7.jpg	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/silicon-toys)
22:49:34	26366/26366	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20May%202024%2015:49:34%20GMT	https://dt-baby-care.myshopify.com/cdn/shop/products/product18_1ec8cdf6-41fe-4830-a5f2-5e7a0c2add1a.jpg?v=1536303107	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/products/product18_1ec8cdf6-41fe-4830-a5f2-5e7a0c2add1a45d7.jpg	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/silicon-toys)
22:49:35	2823/2823	---MC-	200	added ('OK')	application/json+oembed	etag:W/%22cacheable:ba422c7f2dd52af228ab88b6f15445d7%22	https://dt-baby-care.myshopify.com/products/silicon-toys.oembed	E:/WorkSpace/baby/dt-baby-care.myshopify.com/products/silicon-toys.oembed	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/silicon-toys)
22:49:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:49:35%20GMT	https://dt-baby-care.myshopify.com/collections/frontpage/products/basics-rock	E:/WorkSpace/baby/dt-baby-care.myshopify.com/collections/frontpage/products/basics-rock	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/silicon-toys)
22:49:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:49:35%20GMT	https://dt-baby-care.myshopify.com/collections/frontpage/products/basics-rock	E:/WorkSpace/baby/dt-baby-care.myshopify.com/collections/frontpage/products/basics-rock	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/silicon-toys)
22:49:36	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:49:35%20GMT	http://dt-baby-care.myshopify.com/cdn/shop/products/product19_eb17f90d-44b6-4d7c-8e22-cbbe3169a34b_2000x.jpg?v=1536303107	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/products/product19_eb17f90d-44b6-4d7c-8e22-cbbe3169a34b_2000x45d7.jpg	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/silicon-toys)
22:49:36	23470/23470	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20May%202024%2015:49:36%20GMT	https://dt-baby-care.myshopify.com/cdn/shop/products/product19_eb17f90d-44b6-4d7c-8e22-cbbe3169a34b_2000x.jpg?v=1536303107	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/products/product19_eb17f90d-44b6-4d7c-8e22-cbbe3169a34b_2000x45d7.jpg	(from https://dt-baby-care.myshopify.com/collections/frontpage/products/silicon-toys)
